Product URL,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1697703401&sprefix=ba%2Caps%2C283&sr=8-15,Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women - Brown,₹798,4.4 out of 5 stars,"6,242"
https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1697703401&sprefix=ba%2Caps%2C283&sr=8-16,Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,"₹2,299",4.5 out of 5 stars,"7,740"
https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1697703401&sprefix=ba%2Caps%2C283&sr=8-17,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,₹374,3.9 out of 5 stars,"4,293"
https://www.amazon.in/Shalimar-Premium-Garbage-Medium-Rolls/dp/B07KT9Q54M/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1697703401&sprefix=ba%2Caps%2C283&sr=8-18,Shalimar Premium OXO - Biodegradable Garbage Bags (Medium) Size 19 x 21 Inches 4 Rolls 120 Bags Dustbin Bag/Trash Bag - Black Color,₹269,4.5 out of 5 stars,"18,730"
https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1697703401&sprefix=ba%2Caps%2C283&sr=8-19,"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)","₹1,099",4.2 out of 5 stars,"1,532"
https://www.amazon.in/Half-Moon-College-Spacious-Multiple/dp/B0C23Z9W18/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1697703401&sprefix=ba%2Caps%2C283&sr=8-20,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,₹529,3.5 out of 5 stars,356
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODU4MjczNDE1OTc2NjU2OjE2OTc3MDM0MDE6c3BfYnRmOjMwMDA3MDY3MDgyOTYzMjo6MDo6&url=%2FTabelito-NEXA-Backpack-Business-Compartment%2Fdp%2FB0C2D3YR7T%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703401%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook",₹349,4.0 out of 5 stars,177
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODU4MjczNDE1OTc2NjU2OjE2OTc3MDM0MDE6c3BfYnRmOjMwMDA2Nzg4NzQxNjIzMjo6MDo6&url=%2FLaptops-College-Backpack-Charging-Anti-Theft%2Fdp%2FB0C6639P8P%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703401%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,"₹1,009",4.4 out of 5 stars,138
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ2MjQ4MDM1Nzc0NjU2OjE2OTc3MDM0MDE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDA2ODYwMjU1MTMzMjo6MDo6&url=%2FGenie-Flamenco2-Backpack-Compatible-Resistant%2Fdp%2FB08YF9VHTY%2Fref%3Dsxbs_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%253Aamzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB08YF9VHTY%26pd_rd_r%3Dfc94919b-424d-495b-beed-cde453b855d2%26pd_rd_w%3D9BBHp%26pd_rd_wg%3DrlgS1%26pf_rd_p%3D805228e5-1d3e-4e8f-9351-10b82d092dfb%26pf_rd_r%3DTHPV34S2BG5CNSH5XHD2%26qid%3D1697703401%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-1-73222741-6f95-42a8-848a-b982e92e054b-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,Genie Flamenco2 Casual Backpacks for Women,₹649,4.4 out of 5 stars,"1,633"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ2MjQ4MDM1Nzc0NjU2OjE2OTc3MDM0MDE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDA2ODYwMjU1MTMzMjo6MDo6&url=%2FGenie-Flamenco2-Backpack-Compatible-Resistant%2Fdp%2FB08YF9VHTY%2Fref%3Dsxbs_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%253Aamzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB08YF9VHTY%26pd_rd_r%3Dfc94919b-424d-495b-beed-cde453b855d2%26pd_rd_w%3D9BBHp%26pd_rd_wg%3DrlgS1%26pf_rd_p%3D805228e5-1d3e-4e8f-9351-10b82d092dfb%26pf_rd_r%3DTHPV34S2BG5CNSH5XHD2%26qid%3D1697703401%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-1-73222741-6f95-42a8-848a-b982e92e054b-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,Genie Flamenco2 Casual Backpacks for Women,₹649,4.4 out of 5 stars,"1,633"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ2MjQ4MDM1Nzc0NjU2OjE2OTc3MDM0MDE6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTUzMDE2MzIyNjk4OjoxOjo&url=%2FWALKENT-External-Waterproof-Backpack-Cushioned%2Fdp%2FB0BY99Z6DD%2Fref%3Dsxbs_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%253Aamzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB0BY99Z6DD%26pd_rd_r%3Dfc94919b-424d-495b-beed-cde453b855d2%26pd_rd_w%3D9BBHp%26pd_rd_wg%3DrlgS1%26pf_rd_p%3D805228e5-1d3e-4e8f-9351-10b82d092dfb%26pf_rd_r%3DTHPV34S2BG5CNSH5XHD2%26qid%3D1697703401%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-2-73222741-6f95-42a8-848a-b982e92e054b-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"WALKENT Premium 15.6 Inch Laptop Bag | External USB | Waterproof Backpack | Cushioned Straps | Multi Pockets | For Office, College, Men, Women - Urban, 28 Ltrs","₹2,990",4.5 out of 5 stars,24
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ2MjQ4MDM1Nzc0NjU2OjE2OTc3MDM0MDE6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDIyMzA1MzQ2MzA2OjoyOjo&url=%2FCOSMUS-Polyester-Multi-functional-Convertible-15-6-Inch%2Fdp%2FB07D1R1K84%2Fref%3Dsxbs_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%253Aamzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB07D1R1K84%26pd_rd_r%3Dfc94919b-424d-495b-beed-cde453b855d2%26pd_rd_w%3D9BBHp%26pd_rd_wg%3DrlgS1%26pf_rd_p%3D805228e5-1d3e-4e8f-9351-10b82d092dfb%26pf_rd_r%3DTHPV34S2BG5CNSH5XHD2%26qid%3D1697703401%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-3-73222741-6f95-42a8-848a-b982e92e054b-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,COSMUS Agility Convertible Backpack Messenger Bag Shoulder bag Laptop Case Handbag Business Briefcase Multi-functional Travel Bag Fits 15.6 Inch Laptop,"₹1,899",4.2 out of 5 stars,999
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ2MjQ4MDM1Nzc0NjU2OjE2OTc3MDM0MDE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDAwNjc4OTY3NzQzMjo6Mzo6&url=%2FWALKENT-Waterproof-Polyester-Material-Hazel%2Fdp%2FB0C7KP5BT4%2Fref%3Dsxbs_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%253Aamzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB0C7KP5BT4%26pd_rd_r%3Dfc94919b-424d-495b-beed-cde453b855d2%26pd_rd_w%3D9BBHp%26pd_rd_wg%3DrlgS1%26pf_rd_p%3D805228e5-1d3e-4e8f-9351-10b82d092dfb%26pf_rd_r%3DTHPV34S2BG5CNSH5XHD2%26qid%3D1697703401%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-4-73222741-6f95-42a8-848a-b982e92e054b-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"WALKENT 15.6"" Laptop Bags with Special Waterproof Silk Polyester Material for Office, College, Men & Women (Model Hazel, 20 Liters, Black)","₹2,190",4.3 out of 5 stars,27
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ2MjQ4MDM1Nzc0NjU2OjE2OTc3MDM0MDE6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTUzNTUwNjQyNjk4Ojo0Ojo&url=%2FWALKENT-Bagpack-Waterproof-Function-Pockets%2Fdp%2FB09BVWXBFG%2Fref%3Dsxbs_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%253Aamzn1.sym.805228e5-1d3e-4e8f-9351-10b82d092dfb%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB09BVWXBFG%26pd_rd_r%3Dfc94919b-424d-495b-beed-cde453b855d2%26pd_rd_w%3D9BBHp%26pd_rd_wg%3DrlgS1%26pf_rd_p%3D805228e5-1d3e-4e8f-9351-10b82d092dfb%26pf_rd_r%3DTHPV34S2BG5CNSH5XHD2%26qid%3D1697703401%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-5-73222741-6f95-42a8-848a-b982e92e054b-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"WALKENT ARCTIC HUNTER Premium 15.6"" Laptop Bag, Waterpoof, Side Bottle Pocket, Stylish Backpack for Office, College, Travel, Men, Women - Aura, 25L, 1 Main Compartment","₹3,511",4.4 out of 5 stars,85
https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=L8P4C&content-id=amzn1.sym.1c7db1d2-1fe9-496b-8f07-8ed64c022066:amzn1.sym.1c7db1d2-1fe9-496b-8f07-8ed64c022066&pf_rd_p=1c7db1d2-1fe9-496b-8f07-8ed64c022066&pf_rd_r=THPV34S2BG5CNSH5XHD2&pd_rd_wg=rlgS1&pd_rd_r=fc94919b-424d-495b-beed-cde453b855d2&qid=1697703401,N/A,N/A,N/A,"
                                                    bags for girls
                                                "
N/A,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RCtISWAKKDg2nx41QXFZZGIAAAGLRwIY7QMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICAsGU3P/https://www.amazon.in/stores/page/7FE733E7-187E-4048-8C03-67AE8576CE47/?_encoding=UTF8&store_ref=SB_A07939642TX396QDGJ365&pd_rd_plhdr=t&aaxitk=b3c89bd497b9d8d01e8b6f311ca51d3c&hsa_cr_id=0&lp_asins=B097QP6L5K%2CB097L4GWB3%2CB097QPK65R&lp_query=bags&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_mb0_bkgd&pd_rd_w=aoZyt&content-id=amzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef%3Aamzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_p=f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_r=THPV34S2BG5CNSH5XHD2&pd_rd_wg=yIXtx&pd_rd_r=8bfa9a6c-e65b-4ae9-b39e-fd5be0aa7d73,N/A,N/A,N/A,Your Journey with Our Lightweight High Quality Bag
https://www.amazon.in/gp/help/customer/display.html?nodeId=201889520,N/A,N/A,N/A, or 
N/A,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RPl4t6D0idHOmMwXYXNb8FQAAAGLRwIq0wMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBeyZe6/https://www.amazon.in/stores/page/7FE733E7-187E-4048-8C03-67AE8576CE47/?_encoding=UTF8&store_ref=SB_A07939642TX396QDGJ365&pd_rd_plhdr=t&aaxitk=b3c89bd497b9d8d01e8b6f311ca51d3c&hsa_cr_id=0&lp_asins=B097QP6L5K%2CB097L4GWB3%2CB097QPK65R&lp_query=bags&lp_slot=auto-sparkle-hsa-tetris&ref_=sbx_be_s_sparkle_sccd_bkgd&pd_rd_w=Ig8Cq&content-id=amzn1.sym.bc0e77cc-908d-4121-87d3-b355b997dda7%3Aamzn1.sym.bc0e77cc-908d-4121-87d3-b355b997dda7&pf_rd_p=bc0e77cc-908d-4121-87d3-b355b997dda7&pf_rd_r=Q7RV122ZYESKKWJ3M4ZN&pd_rd_wg=uqWeD&pd_rd_r=7d6b3fb9-969d-416c-b300-f6006f540e1a,N/A,"₹1,799",N/A,N/A
N/A,Price and other details may vary based on product size and colour.,N/A,N/A,Price and other details may vary based on product size and colour.
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODM5ODM2MDkxNDA4NjU2OjE2OTc3MDM0MDY6c3BfYXRmX25leHQ6MzAwMDY4NjAyNTUxMzMyOjowOjo&url=%2FGenie-Flamenco2-Backpack-Compatible-Resistant%2Fdp%2FB08YF9VHTY%2Fref%3Dsr_1_17_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703406%26sprefix%3Dba%252Caps%252C283%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Genie Flamenco2 Casual Backpacks for Women,₹649,4.4 out of 5 stars,"1,633"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODM5ODM2MDkxNDA4NjU2OjE2OTc3MDM0MDY6c3BfYXRmX25leHQ6MzAwMDM1Njk0NTQwNTMyOjowOjo&url=%2FWALKENT-External-Waterproof-Backpack-Cushioned%2Fdp%2FB0BRYDXSHP%2Fref%3Dsr_1_18_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703406%26sprefix%3Dba%252Caps%252C283%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"WALKENT Premium 15.6 Inch Laptop Bag | External USB | Waterproof Backpack | Cushioned Straps | Multi Pockets | For Office, College, Men, Women - Urban, 28 Ltrs","₹2,990",N/A,M.R.P: 
https://www.amazon.in/Shalimar-Premium-Garbage-Medium-Rolls/dp/B07KT9Q54M/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1697703406&sprefix=ba%2Caps%2C283&sr=8-19,Shalimar Premium OXO - Biodegradable Garbage Bags (Medium) Size 19 x 21 Inches 4 Rolls 120 Bags Dustbin Bag/Trash Bag - Black Color,₹269,4.5 out of 5 stars,"18,730"
https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1697703406&sprefix=ba%2Caps%2C283&sr=8-20,"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)","₹1,099",4.2 out of 5 stars,"1,532"
https://www.amazon.in/Half-Moon-College-Spacious-Multiple/dp/B0C23Z9W18/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1697703406&sprefix=ba%2Caps%2C283&sr=8-21,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,₹529,3.5 out of 5 stars,356
